"i" "test.power"
"671" 671 0.4552256
"672" 672 0.5323056
"673" 673 0.5248243
"674" 674 0.3869871
"675" 675 0.5196101
"676" 676 0.3876672
"677" 677 0.5171163
"678" 678 0.5518023
"679" 679 0.5336658
"680" 680 0.4214464
"681" 681 0.463387
"682" 682 0.4751757
"683" 683 0.5561097
"684" 684 0.5461347
"685" 685 0.5270914
"686" 686 0.5089549
"687" 687 0.4967128
"688" 688 0.5470415
"689" 689 0.4667876
"690" 690 0.5202902
"691" 691 0.4860576
"692" 692 0.517343
"693" 693 0.5205169
"694" 694 0.5350261
"695" 695 0.444117
"696" 696 0.5014736
"697" 697 0.4946724
"698" 698 0.4572659
"699" 699 0.5080481
"700" 700 0.4593063
"701" 701 0.4527318
"702" 702 0.4958059
"703" 703 0.4921786
"704" 704 0.5218771
"705" 705 0.4894582
"706" 706 0.4937656
"707" 707 0.5316255
"708" 708 0.5155294
"709" 709 0.5384267
"710" 710 0.5168896
"711" 711 0.5309454
"712" 712 0.5252777
"713" 713 0.5282249
"714" 714 0.382453
"715" 715 0.4831104
"716" 716 0.5411471
"717" 717 0.4652006
"718" 718 0.5268647
"719" 719 0.419406
"720" 720 0.5427341
"721" 721 0.5089549
"722" 722 0.5055543
"723" 723 0.4058037
"724" 724 0.4597597
"725" 725 0.5474949
"726" 726 0.5429608
"727" 727 0.5182498
"728" 728 0.5402403
"729" 729 0.4742689
"730" 730 0.4645205
"731" 731 0.5504421
"732" 732 0.4760825
"733" 733 0.5345727
"734" 734 0.4107912
"735" 735 0.4624802
"736" 736 0.3956019
"737" 737 0.5359329
"738" 738 0.5395602
"739" 739 0.540467
"740" 740 0.5191567
"741" 741 0.5515756
"742" 742 0.4191793
"743" 743 0.5391068
"744" 744 0.5300385
"745" 745 0.5066878
"746" 746 0.5452278
"747" 747 0.4835638
"748" 748 0.5202902
"749" 749 0.5182498
"750" 750 0.4307413
"751" 751 0.5334391
"752" 752 0.4790297
"753" 753 0.377012
"754" 754 0.5388801
"755" 755 0.5200635
"756" 756 0.5277715
"757" 757 0.5427341
"758" 758 0.4341419
"759" 759 0.5384267
"760" 760 0.3906144
"761" 761 0.5502154
"762" 762 0.380866
"763" 763 0.482657
"764" 764 0.525051
"765" 765 0.5406937
"766" 766 0.5372931
"767" 767 0.4758558
"768" 768 0.4948991
"769" 769 0.4998866
"770" 770 0.5375198
"771" 771 0.5225572
"772" 772 0.4724552
"773" 773 0.4810701
"774" 774 0.5141691
"775" 775 0.5098617
"776" 776 0.5257311
"777" 777 0.4470642
"778" 778 0.4395829
"779" 779 0.5150759
"780" 780 0.5196101
"781" 781 0.5116754
"782" 782 0.530492
"783" 783 0.5484017
"784" 784 0.4554523
"785" 785 0.454092
"786" 786 0.471095
"787" 787 0.4706416
"788" 788 0.4896849
"789" 789 0.5221038
"790" 790 0.4241669
"791" 791 0.5393335
"792" 792 0.4058037
"793" 793 0.5295851
"794" 794 0.5350261
"795" 795 0.5336658
"796" 796 0.5341192
"797" 797 0.5200635
"798" 798 0.5495353
"799" 799 0.561324
"800" 800 0.5187032
"801" 801 0.5391068
"802" 802 0.5268647
"803" 803 0.4946724
"804" 804 0.5177964
"805" 805 0.5139424
"806" 806 0.5547495
"807" 807 0.4243936
"808" 808 0.5268647
"809" 809 0.5298118
"810" 810 0.5087282
"811" 811 0.4454772
"812" 812 0.5336658
"813" 813 0.4928588
"814" 814 0.4182725
"815" 815 0.5418273
"816" 816 0.4704149
"817" 817 0.4468375
"818" 818 0.5030605
"819" 819 0.4375425
"820" 820 0.4642938
"821" 821 0.5105418
"822" 822 0.438676
"823" 823 0.5429608
"824" 824 0.5701655
"825" 825 0.5379732
"826" 826 0.4599864
"827" 827 0.5196101
"828" 828 0.530492
"829" 829 0.4565858
"830" 830 0.3974156
"831" 831 0.5041941
"832" 832 0.5264112
"833" 833 0.4989798
"834" 834 0.5293584
"835" 835 0.4806166
"836" 836 0.5640444
"837" 837 0.370891
"838" 838 0.5094083
"839" 839 0.490365
"840" 840 0.5162095
"841" 841 0.528905
"842" 842 0.5425074
"843" 843 0.4298345
"844" 844 0.5316255
"845" 845 0.4035366
"846" 846 0.5044208
"847" 847 0.5377465
"848" 848 0.5128089
"849" 849 0.3865337
"850" 850 0.3729313
"851" 851 0.5425074
"852" 852 0.367037
"853" 853 0.5384267
"854" 854 0.4608932
"855" 855 0.5468148
"856" 856 0.5252777
"857" 857 0.5232374
"858" 858 0.5465881
"859" 859 0.5599637
"860" 860 0.434822
"861" 861 0.4686012
"862" 862 0.4475176
"863" 863 0.4985264
"864" 864 0.549762
"865" 865 0.5082748
"866" 866 0.5413738
"867" 867 0.5440943
"868" 868 0.5202902
"869" 869 0.4713217
"870" 870 0.494219
"871" 871 0.5375198
"872" 872 0.5538427
"873" 873 0.5370664
"874" 874 0.5245976
"875" 875 0.4842439
"876" 876 0.4778962
"877" 877 0.5363863
"878" 878 0.5416005
"879" 879 0.4407164
