i typeI.0 typeI.2
667 0 0.001782531
668 0 0
669 0 0.06417112
670 0 0
671 0 0
672 0 0
673 0 0.03386809
674 0 0.003565062
675 0 0
676 0 0.05882353
677 0 0
678 0 0.03386809
679 0 0.05525847
680 0 0.03386809
681 0.001782531 0.04634581
682 0 0
683 0 0
684 0 0
685 0.03565062 0
686 0.01069519 0
687 0 0.4064171
688 0 0
689 0 0
690 0.02495544 0.07308378
691 0.01426025 0.001782531
692 0 0
693 0 0
694 0 0
695 0.001782531 0.005347594
696 0 0.07664884
697 0 0.01782531
698 0.01069519 0
699 0.01069519 0
700 0.02317291 0.08912656
701 0 0
702 0 0.008912656
703 0 0.02317291
704 0.007130125 0
705 0 0
706 0.04991087 0.0285205
707 0 0
708 0 0
709 0 0.03565062
710 0 0.005347594
711 0 0.007130125
712 0 0.003565062
713 0 0
714 0.01604278 0.4581105
715 0 0.03030303
716 0 0
717 0 0.003565062
718 0 0.01426025
719 0.02317291 0
720 0 0
721 0 0
722 0 0
723 0 0.09447415
724 0 0.01426025
725 0.2049911 0
726 0 0.007130125
727 0 0
728 0 0
729 0.003565062 0.03921569
730 0 0
731 0.007130125 0
732 0 0
733 0.001782531 0
734 0.003565062 0.0516934
735 0.08199643 0.04456328
736 0.005347594 0
737 0 0.02673797
738 0 0.04812834
739 0.007130125 0.005347594
740 0 0
741 0 0
742 0 0.03208556
743 0 0
744 0 0.04456328
745 0 0
746 0 0.02673797
747 0 0.399287
748 0 0.06773619
749 0.001782531 0.1836007
750 0 0
751 0 0
752 0 0.01426025
753 0.08734403 0.02495544
754 0 0.3832442
755 0 0
756 0 0
757 0 0
758 0 0.3030303
759 0 0.003565062
760 0.008912656 0.001782531
761 0 0.057041
762 0 0.003565062
763 0.001782531 0.3868093
764 0 0
765 0 0
766 0 0.04634581
767 0 0
768 0 0.01247772
769 0 0.001782531
770 0.007130125 0
771 0 0
772 0 0.008912656
773 0 0
774 0 0.01960784
775 0 0
776 0 0
777 0 0.03921569
778 0 0.001782531
779 0 0
780 0 0
781 0 0.008912656
782 0 0.01960784
783 0 0
784 0 0.001782531
785 0 0
786 0.09090909 0.1836007
787 0 0.02317291
788 0.06951872 0
789 0.06060606 0.03030303
790 0 0
791 0 0.01247772
792 0 0.04634581
793 0 0.0285205
794 0 0
795 0 0.01069519
796 0 0.04099822
797 0.01782531 0
798 0 0.02139037
799 0 0
800 0.01069519 0.3814617
801 0.057041 0.04991087
802 0 0.07308378
803 0.1283422 0.03743316
804 0 0
805 0 0
806 0 0
807 0 0.003565062
808 0 0
809 0 0
810 0 0
811 0 0
812 0 0.0285205
813 0 0
814 0 0
815 0 0.01604278
816 0 0.02673797
817 0 0.01426025
818 0 0.01604278
819 0 0.01069519
820 0 0.007130125
821 0 0
822 0.005347594 0.01426025
823 0 0
824 0 0
825 0 0.07130125
826 0 0
827 0 0
828 0 0.007130125
829 0 0.01426025
830 0 0.06951872
831 0.03208556 0
832 0 0
833 0.04456328 0
834 0 0
835 0 0
836 0.003565062 0.005347594
837 0 0
838 0 0
839 0 0.003565062
840 0 0.02139037
841 0 0
842 0.003565062 0.003565062
843 0 0.003565062
844 0 0
845 0 0
846 0 0
847 0 0
848 0 0
849 0 0.001782531
850 0 0.003565062
851 0 0.02495544
852 0.02495544 0.007130125
853 0 0.03921569
854 0.003565062 0
855 0 0.04456328
856 0 0.04099822
857 0 0
858 0 0.06060606
859 0 0
860 0.1247772 0.4777184
861 0 0.005347594
862 0 0
863 0 0
864 0 0
865 0 0.005347594
866 0 0
867 0.01604278 0.057041
868 0 0
869 0 0
870 0.008912656 0.07308378
871 0.2156863 0.1550802
872 0.06060606 0.01069519
873 0 0
874 0 0.003565062
875 0 0.003565062
876 0 0.01069519
877 0 0
878 0 0
879 0 0.03921569
880 0.02139037 0.03921569
881 0 0
882 0 0
883 0 0.01426025
884 0 0
885 0 0.02317291
886 0 0.007130125
887 0.08199643 0.003565062
888 0 0.003565062
889 0 0.07843137
890 0.1212121 0.1479501
891 0.01069519 0.03743316
892 0.001782531 0.03386809
893 0 0.01247772
894 0 0
895 0.001782531 0.01782531
896 0 0
897 0 0.03208556
898 0 0
899 0.07486631 0
900 0.005347594 0.01069519
901 0 0
902 0 0
903 0 0.06773619
904 0 0.1247772
905 0.02317291 0
906 0 0.01247772
907 0 0
908 0 0.001782531
909 0 0.03565062
910 0 0.02317291
911 0 0.01426025
912 0 0
913 0 0.01604278
914 0 0
915 0.3172906 0.1354724
916 0.001782531 0.06417112
917 0 0.07130125
918 0 0
919 0.008912656 0.04456328
920 0 0.005347594
921 0 0
922 0 0
923 0 0.02317291
924 0 0
925 0 0
926 0 0.01960784
927 0.1176471 0.007130125
928 0 0
929 0 0.01069519
930 0.005347594 0.0802139
931 0 0
932 0.01960784 0
933 0 0.001782531
934 0 0
935 0 0.1069519
936 0 0.04456328
937 0 0
938 0 0
939 0 0
940 0 0
941 0.1550802 0.1586453
942 0 0.001782531
943 0 0
944 0 0.07843137
945 0 0
946 0 0
947 0.07843137 0
948 0 0
949 0.05525847 0.01426025
950 0 0.003565062
951 0 0
952 0.001782531 0
953 0 0.02139037
954 0 0
955 0 0.02673797
956 0 0
957 0 0.06060606
958 0.03565062 0.07130125
959 0 0.06417112
960 0 0
961 0 0.01247772
962 0 0.0516934
963 0 0
964 0 0.07843137
965 0 0
966 0 0.003565062
967 0.05525847 0.08377897
968 0 0.007130125
969 0 0.01069519
970 0.008912656 0
971 0.2566845 0.342246
972 0 0
973 0.003565062 0.04278075
974 0 0
975 0.003565062 0.003565062
976 0 0.01782531
977 0.1693405 0.197861
978 0 0
979 0 0.01069519
980 0 0
981 0 0
982 0 0
983 0.02317291 0.01604278
984 0 0
985 0 0.01960784
986 0 0.1087344
987 0 0.0802139
988 0 0
989 0 0
990 0.008912656 0.01426025
991 0.007130125 0.005347594
992 0 0.04099822
993 0 0.5115865
994 0 0
995 0.003565062 0
996 0 0
997 0 0.001782531
998 0.005347594 0
999 0 0.01426025
1000 0 0
