"i" "test.power"
"570" 570 0.4713217
"571" 571 0.3502607
"572" 572 0.4976196
"573" 573 0.4549989
"574" 574 0.4613466
"575" 575 0.5130356
"576" 576 0.3613693
"577" 577 0.1725232
"578" 578 0.4817502
"579" 579 0.4797098
"580" 580 0.2448424
"581" 581 0.4393562
"582" 582 0.4488778
"583" 583 0.4481977
"584" 584 0.4676944
"585" 585 0.4321016
"586" 586 0.4794831
"587" 587 0.4697348
"588" 588 0.5069145
"589" 589 0.4459306
"590" 590 0.4339152
"591" 591 0.5017003
"592" 592 0.4527318
"593" 593 0.4568125
"594" 594 0.505781
"595" 595 0.4554523
"596" 596 0.4686012
"597" 597 0.4740422
"598" 598 0.4096577
"599" 599 0.4701882
"600" 600 0.4423033
"601" 601 0.4135117
"602" 602 0.4071639
"603" 603 0.4572659
"604" 604 0.4538653
"605" 605 0.4815235
"606" 606 0.4527318
"607" 607 0.4513716
"608" 608 0.4481977
"609" 609 0.4253004
"610" 610 0.4692813
"611" 611 0.4747223
"612" 612 0.3867604
"613" 613 0.4411698
"614" 614 0.4409431
"615" 615 0.4144185
"616" 616 0.4962594
"617" 617 0.4549989
"618" 618 0.4624802
"619" 619 0.4305146
"620" 620 0.424847
"621" 621 0.4563591
"622" 622 0.4928588
"623" 623 0.2861029
"624" 624 0.4731353
"625" 625 0.4722285
"626" 626 0.4350487
"627" 627 0.4794831
"628" 628 0.4910451
"629" 629 0.2437089
"630" 630 0.4182725
"631" 631 0.2740875
"632" 632 0.5175697
"633" 633 0.4772161
"634" 634 0.4495579
"635" 635 0.3944684
"636" 636 0.4400363
"637" 637 0.4525051
"638" 638 0.4300612
"639" 639 0.4837905
"640" 640 0.4921786
"641" 641 0.4790297
"642" 642 0.5155294
"643" 643 0.4028565
"644" 644 0.3235094
"645" 645 0.5112219
"646" 646 0.450238
"647" 647 0.4114713
"648" 648 0.4778962
"649" 649 0.4522784
"650" 650 0.3994559
"651" 651 0.2820222
"652" 652 0.4744956
"653" 653 0.4828837
"654" 654 0.3622761
"655" 655 0.4790297
"656" 656 0.4867377
"657" 657 0.4141918
"658" 658 0.4391294
"659" 659 0.494219
"660" 660 0.3681705
"661" 661 0.4536386
"662" 662 0.4058037
"663" 663 0.4574926
"664" 664 0.4602131
"665" 665 0.4581727
"666" 666 0.4082974
"667" 667 0.3903877
"668" 668 0.4586262
"669" 669 0.4559057
"670" 670 0.4835638
"671" 671 0.4314214
"672" 672 0.4395829
"673" 673 0.4003627
"674" 674 0.5153027
"675" 675 0.4688279
"676" 676 0.4207663
"677" 677 0.2627522
"678" 678 0.2502834
"679" 679 0.498073
"680" 680 0.4767626
"681" 681 0.3536613
"682" 682 0.4257538
"683" 683 0.4545455
"684" 684 0.4962594
"685" 685 0.234414
"686" 686 0.4663342
"687" 687 0.4420766
"688" 688 0.2428021
"689" 689 0.2396282
"690" 690 0.3872138
"691" 691 0.4486511
"692" 692 0.4436636
"693" 693 0.4466107
"694" 694 0.4663342
"695" 695 0.450238
"696" 696 0.2947178
"697" 697 0.4774428
"698" 698 0.4230333
"699" 699 0.5037406
"700" 700 0.1432782
"701" 701 0.392428
"702" 702 0.4382226
"703" 703 0.4724552
"704" 704 0.400136
"705" 705 0.4207663
