"DIE_Location" "Vth" "F10e4Hz" "F10e3Hz" "F10e2Hz" "Bias_conditions"
"331" "1_m5" 0.446 -2.935308710687 -1.31125270243831 1.47984965643282 "vd1vg1"
"332" "1_m6" 0.45 -2.90934565949768 -1.10546976391322 1.56206727055151 "vd1vg1"
"333" "2_0" 0.392 -2.86221465140662 -1.11301016402041 0.937116468103106 "vd1vg1"
"334" "2_1" 0.422 -2.77471299364291 -1.86914138753584 0.913210429373219 "vd1vg1"
"335" "2_2" 0.398 -3.03989161675965 -1.06688123935771 1.36449746087909 "vd1vg1"
"336" "2_3" 0.398 -2.54239012836118 -0.871963673500137 1.75028869390284 "vd1vg1"
"338" "2_m1" 0.414 -2.626694823451 -1.61480870335873 0.92224579024111 "vd1vg1"
"339" "2_m2" 0.418 -2.78866094886318 -1.48368131634642 1.36155533941224 "vd1vg1"
"340" "2_m3" 0.398 -3.04142488981358 -1.31476079073497 1.23292325333457 "vd1vg1"
"341" "2_m4" 0.466 -0.13261575406214 3.0285097233934 5.04908818001012 "vd1vg1"
"342" "2_m5" 0.446 -2.60912779089078 -1.44618659980056 1.02870349978934 "vd1vg1"
"343" "3_0" 0.398 -2.66471155086654 -1.15454184625291 1.16994818118591 "vd1vg1"
"344" "3_1" 0.43 -2.81544394053815 -1.3281836932263 1.10981904291773 "vd1vg1"
"345" "3_2" 0.418 -2.81562385363279 -1.39378157490282 1.30833389067958 "vd1vg1"
"346" "3_3" 0.394 -3.31417518710193 -1.93553133963412 1.26825105567059 "vd1vg1"
"347" "3_m1" 0.498 -2.33436391638275 -0.632401825528241 1.65270143957157 "vd1vg1"
"348" "3_m2" 0.418 -2.67017547398849 -1.42417375092635 1.47034130991954 "vd1vg1"
"349" "3_m3" 0.434 -2.6754143990575 -0.979400377194164 1.46611260890398 "vd1vg1"
"350" "3_m4" 0.442 -2.75111735846413 -2.39179310754869 1.61610037530768 "vd1vg1"
"351" "4_0" 0.422 -2.8756892864542 -1.29442414980089 1.04947225676329 "vd1vg1"
"352" "4_1" 0.352 -2.82637550367279 -1.62545136328076 0.841580587179319 "vd1vg1"
"353" "4_2" 0.426 -2.71774817481282 -0.975013873105183 1.10484354255221 "vd1vg1"
"354" "4_m1" 0.426 -2.62864931965613 -1.14204256023343 0.792149130965466 "vd1vg1"
"355" "4_m2" 0.418 -2.90847827854715 -1.11683041023434 1.40383737256733 "vd1vg1"
"356" "4_m3" 0.402 -2.66993199796122 -1.05578167022395 1.45035738820223 "vd1vg1"
"357" "5_0" 0.41 -2.94551857843098 -1.71233912123037 0.955396884256114 "vd1vg1"
"358" "5_1" 0.434 -2.60467375164436 -1.43658617767974 1.11722468980299 "vd1vg1"
"359" "5_2" 0.402 -2.94885131254828 -1.39097321961918 1.18187669459437 "vd1vg1"
"361" "5_m2" 0.388 -2.62932114784917 -1.75416413625706 1.55243053224374 "vd1vg1"
"363" "6_0" 0.414 -2.77767985833386 -1.63426695205538 1.23730871753339 "vd1vg1"
"364" "6_m1" 0.43 -2.74730711892652 -0.812408651055115 1.54299537208305 "vd1vg1"
"365" "m1_0" 0.434 -2.83410729636167 -1.44932419320283 0.741982506497525 "vd1vg1"
"366" "m1_1" 0.41 -2.45033348664833 -1.7139717343644 1.12761354234305 "vd1vg1"
"367" "m1_2" 0.392 -2.77968153649087 -1.04866587317464 1.27026488994009 "vd1vg1"
"368" "m1_3" 0.394 -2.27241604381506 -0.168819418808503 2.48098468128712 "vd1vg1"
"369" "m1_4" 0.43 -2.57212070897618 -1.3797621720075 1.09786098607107 "vd1vg1"
"370" "m1_5" 0.366 -2.92711987939241 -0.960003516782773 1.27314039825346 "vd1vg1"
"371" "m1_m1" 0.434 -3.14409163117905 -1.42312362685687 1.27035035524944 "vd1vg1"
"372" "m1_m2" 0.394 -2.53862918422787 -0.959526592567997 1.33507991424698 "vd1vg1"
"373" "m1_m3" 0.414 -3.32548901213138 -1.63584417976556 1.40669801316431 "vd1vg1"
"375" "m1_m5" 0.438 -2.58112034468705 -1.10929676021426 1.53196844823741 "vd1vg1"
"376" "m1_m6" 0.41 -2.63862369222352 -0.983994120917004 1.51319018451373 "vd1vg1"
"377" "m2_0" 0.414 -2.46502075290103 -1.37374082401937 1.13093677279275 "vd1vg1"
"378" "m2_1" 0.422 -2.41371409816285 -0.933181419089895 0.992365928517344 "vd1vg1"
"379" "m2_2" 0.418 -2.58304347877961 -0.788781460548734 1.81668055768323 "vd1vg1"
"380" "m2_3" 0.37 -2.67133618130419 -0.880044082516346 1.32808638147789 "vd1vg1"
"381" "m2_4" 0.394 -2.77470172956986 -0.418278476400136 2.06535126892404 "vd1vg1"
"382" "m2_m1" 0.438 -3.18742838787301 -1.28821440468434 0.896153416352949 "vd1vg1"
"383" "m2_m2" 0.414 -2.78322349076149 -1.07538361094525 1.3985136857935 "vd1vg1"
"384" "m2_m3" 0.422 -2.6532770452148 -1.59829483973046 1.59513743501301 "vd1vg1"
"385" "m2_m4" 0.422 -3.05587316825018 -1.3151096604008 1.27989607706969 "vd1vg1"
"389" "m3_2" 0.374 -2.21657228582143 -0.30959545427865 2.44474901356164 "vd1vg1"
"390" "m3_3" 0.41 -2.4287511032083 -1.19065335151421 1.47328113699096 "vd1vg1"
"391" "m3_m1" 0.43 -2.6860577787823 -1.27294448795444 0.887707339135947 "vd1vg1"
"392" "m3_m2" 0.426 -2.68644270348615 -0.724471649631479 1.36696551341716 "vd1vg1"
"393" "m3_m3" 0.422 -2.80080013956263 -1.54213167126935 1.25198599893389 "vd1vg1"
"394" "m3_m4" 0.418 -3.11238520501103 -1.35962367728768 1.42233209073317 "vd1vg1"
"395" "m4_0" 0.408 -2.19715709247217 -0.927706833674243 1.27936850489893 "vd1vg1"
"396" "m4_1" 0.41 -2.82095770161976 -1.2737978873804 1.04379072695773 "vd1vg1"
"397" "m4_2" 0.394 -1.54407984692324 1.38477136686815 4.24214187825284 "vd1vg1"
"399" "m4_m2" 0.422 -2.30705928774692 -1.30963772622512 1.22678956670531 "vd1vg1"
"400" "m4_m3" 0.414 -3.16057847037944 -1.41717434279402 1.6759315968148 "vd1vg1"
"401" "m5_0" 0.422 -2.87823872211435 -1.57753446614748 1.03449611748234 "vd1vg1"
"402" "m5_1" 0.4 -2.68945503911744 -1.24952816299203 0.998415407144982 "vd1vg1"
"403" "m5_2" 0.496 -2.44176243421398 -0.107177365112737 2.79132609832597 "vd1vg1"
"404" "m5_m1" 0.438 -2.78989532407944 -1.40406424677301 1.60328517961595 "vd1vg1"
"405" "m5_m2" 0.41 -2.87893022745733 -1.60927606726088 1.13645357077097 "vd1vg1"
"407" "m6_0" 0.438 -2.78334846306893 -1.22959034705303 0.950620459292999 "vd1vg1"
"408" "m6_m1" 0.41 -2.65598088351302 -1.24620867817456 1.30029554312939 "vd1vg1"
