"DIE_Location" "Vth" "F10e4Hz" "F10e3Hz" "F10e2Hz"
"220" "4_2" 0.426 -2.19577559172385 -1.10108674828924 1.02787443386461
"221" "4_m1" 0.426 -2.24041935981493 -1.11729554815612 0.452974501686768
"222" "4_m2" 0.418 -2.38786067683371 -1.39011720417745 0.794682620007428
"223" "4_m3" 0.402 -1.89672832493104 -0.428100020632986 2.73803519137273
"224" "5_0" 0.41 -2.84993066549402 -1.79782644121802 0.450900068766515
"225" "5_1" 0.434 -2.10069195747203 -1.60364697826413 0.485142090761872
"226" "5_2" 0.402 -2.25212868077443 -1.41415513041462 0.917541875645693
"227" "5_m2" 0.388 -2.25567061554349 -1.45734325103599 0.89917853090877
"228" "6_0" 0.414 -2.14641777664708 -1.13548285789464 0.842953365141582
"229" "6_m1" 0.43 -2.12712061847381 -1.23724342512302 0.746423917201867
"230" "m1_0" 0.434 -2.22470810382836 -1.3109746712449 0.632865767874421
"231" "m1_1" 0.41 -1.83637462985418 -1.57989957627149 0.413499067778446
"232" "m1_2" 0.392 -2.35336706640158 -1.16894641137336 0.810462694256159
"233" "m1_3" 0.394 -1.60400674892296 -0.489848531177376 2.50699337133776
"234" "m1_4" 0.43 -2.08966741908582 -0.742272454604361 1.26865941519071
"235" "m1_5" 0.366 -2.1402630754069 -0.776448334527469 1.28007838297951
"236" "m1_m1" 0.434 -2.46520258160236 -1.51842467153154 0.429348686919774
"237" "m1_m2" 0.394 -1.86890763202483 0.845115121042596 4.50079103757026
"238" "m1_m3" 0.414 -2.46636872391289 -1.21761787413604 0.783695298461161
"239" "m1_m5" 0.438 -2.45180858345585 -1.07331287612323 0.877574342758507
"240" "m1_m6" 0.41 -1.7209660834171 -0.980442274664643 1.25236089433577
"241" "m2_0" 0.414 -2.35259622438478 -1.06241306590918 1.05933588687667
"242" "m2_1" 0.422 -1.81180933839074 -1.13181593247177 0.509207171878668
"243" "m2_2" 0.418 -2.511591142008 -0.632670713238387 1.64620384879995
"244" "m2_3" 0.37 -1.99068129493 -1.06491631499378 1.06215710624918
"245" "m2_4" 0.394 -1.7478901845961 -0.885353999833121 1.59500440132203
"246" "m2_m1" 0.438 -2.34554101952559 -1.4254782174483 0.156105217050168
"247" "m2_m2" 0.414 -2.42060468268462 -1.47470186051771 0.734865508643406
"248" "m2_m3" 0.422 -2.20378783883009 -1.00143499067588 0.91316344947591
"249" "m2_m4" 0.422 -2.39192368710447 -1.23567105338075 1.20966245693482
"250" "m3_2" 0.374 -1.7549479387952 -0.289319601322706 2.02907707884391
"251" "m3_3" 0.41 -1.62130059537871 -1.111685415244 1.29823905937381
"252" "m3_m1" 0.43 -1.81690831800379 -0.958500143076332 0.634916862064848
"253" "m3_m2" 0.426 -2.32521761019741 -1.31107892388389 1.38834154507212
"254" "m3_m3" 0.422 -2.20598592430208 -1.60279754837829 0.431700961069051
"255" "m3_m4" 0.418 -2.39729733175533 -1.32882023611277 0.605617259103482
"256" "m4_0" 0.408 -1.94281260114547 -1.23188333760295 1.34811942511942
"257" "m4_1" 0.41 -2.11447260203013 -1.74531968933434 0.507377409638632
"258" "m4_2" 0.394 -0.506387897360682 1.95827734718091 4.1984306528906
"259" "m4_m2" 0.422 -1.93580229639708 -1.04566975120868 0.258933004936395
"260" "m4_m3" 0.414 -2.53635453754984 -1.53956364985178 0.960697313511851
"261" "m5_0" 0.422 -2.03669752746807 -1.57141551454477 0.468965698065372
"262" "m5_1" 0.4 -2.11167686066046 -1.22765422253628 0.567501729799488
"263" "m5_2" 0.496 -1.81151695036682 -0.252655679499203 2.45390711076575
"264" "m5_m1" 0.438 -2.0130100856254 -1.08587839265286 0.941994191746012
"265" "m5_m2" 0.41 -1.0997354918376 0.144108100109392 2.63878911261688
"266" "m6_0" 0.438 -2.19443382623894 -1.54250939519707 0.707143833561787
"267" "m6_m1" 0.41 -2.25810907367832 -1.20653803872552 0.704429189590449
