"DIE" "lognoise" "Vth" "Freq" "biasCond"
"831" "2_m4" 0.110439467570021 0.466 10000 "vd1vg05"
"832" "2_m5" 0.557327435559881 0.446 10000 "vd1vg05"
"833" "3_0" 0.649430726121814 0.398 10000 "vd1vg05"
"834" "3_1" 1.9085316504079 0.43 10000 "vd1vg05"
"835" "3_2" 0.306363427215377 0.418 10000 "vd1vg05"
"836" "3_3" 0.370519411221977 0.394 10000 "vd1vg05"
"837" "3_m1" 1.12551095508345 0.498 10000 "vd1vg05"
"838" "3_m2" 0.288747265338376 0.418 10000 "vd1vg05"
"839" "3_m3" 0.0639180540229098 0.434 10000 "vd1vg05"
"840" "3_m4" 0.406040893918227 0.442 10000 "vd1vg05"
"841" "4_0" 1.10752394854172 0.422 10000 "vd1vg05"
"842" "4_1" -0.191429516474614 0.352 10000 "vd1vg05"
"843" "4_2" 0.597751218946311 0.426 10000 "vd1vg05"
"844" "4_m1" 0.246320520090705 0.426 10000 "vd1vg05"
"845" "4_m2" 1.15008420766573 0.418 10000 "vd1vg05"
"846" "4_m3" 0.571655156645708 0.402 10000 "vd1vg05"
"847" "5_0" 0.602176184059978 0.41 10000 "vd1vg05"
"848" "5_1" 0.424981190657309 0.434 10000 "vd1vg05"
"849" "5_2" 0.689155073892721 0.402 10000 "vd1vg05"
"850" "5_m2" 0.715441939809182 0.388 10000 "vd1vg05"
"851" "6_0" 0.612314306900913 0.414 10000 "vd1vg05"
"852" "6_m1" 0.770447775854983 0.43 10000 "vd1vg05"
"853" "m1_0" 0.78692743683883 0.434 10000 "vd1vg05"
"854" "m1_1" 0.397704176432288 0.41 10000 "vd1vg05"
"855" "m1_2" 0.540140444336657 0.392 10000 "vd1vg05"
"856" "m1_3" 0.956765107489911 0.394 10000 "vd1vg05"
"857" "m1_4" 0.381422351214017 0.43 10000 "vd1vg05"
"858" "m1_5" 0.738990810988984 0.366 10000 "vd1vg05"
"859" "m1_m1" 0.711515907453897 0.434 10000 "vd1vg05"
"860" "m1_m2" 0.289168236736081 0.394 10000 "vd1vg05"
"861" "m1_m3" 0.521137222360004 0.414 10000 "vd1vg05"
"862" "m1_m5" 0.649283933898602 0.438 10000 "vd1vg05"
"863" "m1_m6" 1.12252025597628 0.41 10000 "vd1vg05"
"864" "m2_0" 0.58105336093179 0.414 10000 "vd1vg05"
"865" "m2_1" 0.983874974277477 0.422 10000 "vd1vg05"
"866" "m2_2" 0.446543486497017 0.418 10000 "vd1vg05"
"867" "m2_3" 0.350054638145703 0.37 10000 "vd1vg05"
"868" "m2_4" 0.614957575746512 0.394 10000 "vd1vg05"
"869" "m2_m1" 0.807642141466442 0.438 10000 "vd1vg05"
"870" "m2_m2" 0.878849027787165 0.414 10000 "vd1vg05"
"871" "m2_m3" 0.544308294249404 0.422 10000 "vd1vg05"
"872" "m2_m4" 0.135218917363858 0.422 10000 "vd1vg05"
"873" "m3_2" 0.856318929995403 0.374 10000 "vd1vg05"
"874" "m3_3" 0.842061929619351 0.41 10000 "vd1vg05"
"875" "m3_m1" 0.694049784278015 0.43 10000 "vd1vg05"
"876" "m3_m2" -0.17298386319041 0.426 10000 "vd1vg05"
"877" "m3_m3" 0.637608820539853 0.422 10000 "vd1vg05"
"878" "m3_m4" 0.441580764243554 0.418 10000 "vd1vg05"
"879" "m4_0" 1.06767917215949 0.408 10000 "vd1vg05"
"880" "m4_1" 0.835088639286706 0.41 10000 "vd1vg05"
"881" "m4_2" 0.423240492835568 0.394 10000 "vd1vg05"
"882" "m4_m2" 1.13354823299544 0.422 10000 "vd1vg05"
"883" "m4_m3" 0.220196659687961 0.414 10000 "vd1vg05"
"884" "m5_0" 0.790805643809858 0.422 10000 "vd1vg05"
"885" "m5_1" 1.36138129746769 0.4 10000 "vd1vg05"
"886" "m5_2" 0.884366858322011 0.496 10000 "vd1vg05"
"887" "m5_m1" 0.860774650653436 0.438 10000 "vd1vg05"
"888" "m5_m2" 0.152478748918476 0.41 10000 "vd1vg05"
"889" "m6_0" 0.434193351156743 0.438 10000 "vd1vg05"
"890" "m6_m1" 1.24914965022025 0.41 10000 "vd1vg05"
"891" "0_0" -1.82147457554801 0.422 10000 "vd05vg1"
"892" "0_1" -2.24528785738729 0.414 10000 "vd05vg1"
"893" "0_2" -2.0433376306026 0.39 10000 "vd05vg1"
"894" "0_6" -1.60849553626126 0.398 10000 "vd05vg1"
"895" "0_m1" -2.10817916169152 0.438 10000 "vd05vg1"
"896" "0_m2" -1.26266904300319 0.394 10000 "vd05vg1"
"897" "0_m3" -2.69313722854773 0.402 10000 "vd05vg1"
"898" "0_m4" -1.37721560756204 0.402 10000 "vd05vg1"
"899" "0_m5" -2.63644033169922 0.434 10000 "vd05vg1"
"900" "0_m6" -2.33628996263223 0.44 10000 "vd05vg1"
"901" "0_m7" -1.86809446720644 0.398 10000 "vd05vg1"
"902" "1_0" -2.58211086977725 0.414 10000 "vd05vg1"
"903" "1_1" -1.81022372914245 0.418 10000 "vd05vg1"
"904" "1_2" -2.03132880756477 0.414 10000 "vd05vg1"
"905" "1_3" -1.99138953393967 0.372 10000 "vd05vg1"
"906" "1_4" -1.43303664025943 0.394 10000 "vd05vg1"
"907" "1_5" -1.80166317871081 0.394 10000 "vd05vg1"
"908" "1_m1" -2.13537951912233 0.434 10000 "vd05vg1"
"909" "1_m2" -1.34094742055405 0.382 10000 "vd05vg1"
"910" "1_m3" -2.35184319562337 0.41 10000 "vd05vg1"
"911" "1_m5" -2.0733449623722 0.446 10000 "vd05vg1"
"912" "1_m6" -2.03291547701817 0.45 10000 "vd05vg1"
"913" "2_0" -2.62909390905918 0.392 10000 "vd05vg1"
"914" "2_1" -2.19827674931209 0.422 10000 "vd05vg1"
"915" "2_2" -2.17572846057474 0.398 10000 "vd05vg1"
"916" "2_3" -2.0950855219275 0.398 10000 "vd05vg1"
"917" "2_m1" -2.00279705278343 0.414 10000 "vd05vg1"
"918" "2_m2" -1.89410072270233 0.418 10000 "vd05vg1"
"919" "2_m3" -2.24786957821096 0.398 10000 "vd05vg1"
"920" "2_m4" 0.0195313921474991 0.466 10000 "vd05vg1"
"921" "2_m5" -2.32304741281964 0.446 10000 "vd05vg1"
"922" "3_0" -2.46470125528077 0.398 10000 "vd05vg1"
"923" "3_1" -1.97036932682094 0.43 10000 "vd05vg1"
"924" "3_2" -2.37952585617655 0.418 10000 "vd05vg1"
"925" "3_3" -1.89733087188081 0.394 10000 "vd05vg1"
"926" "3_m1" -1.93823120335698 0.498 10000 "vd05vg1"
"927" "3_m2" -2.073518142054 0.418 10000 "vd05vg1"
"928" "3_m3" -1.97015937528538 0.434 10000 "vd05vg1"
"929" "3_m4" -1.99830098251053 0.442 10000 "vd05vg1"
"930" "4_0" -2.30356764523079 0.422 10000 "vd05vg1"
"931" "4_1" -2.28332930948403 0.352 10000 "vd05vg1"
"932" "4_2" -2.19577559172385 0.426 10000 "vd05vg1"
"933" "4_m1" -2.24041935981493 0.426 10000 "vd05vg1"
"934" "4_m2" -2.38786067683371 0.418 10000 "vd05vg1"
"935" "4_m3" -1.89672832493104 0.402 10000 "vd05vg1"
"936" "5_0" -2.84993066549402 0.41 10000 "vd05vg1"
"937" "5_1" -2.10069195747203 0.434 10000 "vd05vg1"
"938" "5_2" -2.25212868077443 0.402 10000 "vd05vg1"
"939" "5_m2" -2.25567061554349 0.388 10000 "vd05vg1"
"940" "6_0" -2.14641777664708 0.414 10000 "vd05vg1"
"941" "6_m1" -2.12712061847381 0.43 10000 "vd05vg1"
"942" "m1_0" -2.22470810382836 0.434 10000 "vd05vg1"
"943" "m1_1" -1.83637462985418 0.41 10000 "vd05vg1"
"944" "m1_2" -2.35336706640158 0.392 10000 "vd05vg1"
"945" "m1_3" -1.60400674892296 0.394 10000 "vd05vg1"
"946" "m1_4" -2.08966741908582 0.43 10000 "vd05vg1"
"947" "m1_5" -2.1402630754069 0.366 10000 "vd05vg1"
"948" "m1_m1" -2.46520258160236 0.434 10000 "vd05vg1"
"949" "m1_m2" -1.86890763202483 0.394 10000 "vd05vg1"
"950" "m1_m3" -2.46636872391289 0.414 10000 "vd05vg1"
"951" "m1_m5" -2.45180858345585 0.438 10000 "vd05vg1"
"952" "m1_m6" -1.7209660834171 0.41 10000 "vd05vg1"
"953" "m2_0" -2.35259622438478 0.414 10000 "vd05vg1"
"954" "m2_1" -1.81180933839074 0.422 10000 "vd05vg1"
"955" "m2_2" -2.511591142008 0.418 10000 "vd05vg1"
"956" "m2_3" -1.99068129493 0.37 10000 "vd05vg1"
"957" "m2_4" -1.7478901845961 0.394 10000 "vd05vg1"
"958" "m2_m1" -2.34554101952559 0.438 10000 "vd05vg1"
"959" "m2_m2" -2.42060468268462 0.414 10000 "vd05vg1"
"960" "m2_m3" -2.20378783883009 0.422 10000 "vd05vg1"
"961" "m2_m4" -2.39192368710447 0.422 10000 "vd05vg1"
"962" "m3_2" -1.7549479387952 0.374 10000 "vd05vg1"
"963" "m3_3" -1.62130059537871 0.41 10000 "vd05vg1"
"964" "m3_m1" -1.81690831800379 0.43 10000 "vd05vg1"
"965" "m3_m2" -2.32521761019741 0.426 10000 "vd05vg1"
"966" "m3_m3" -2.20598592430208 0.422 10000 "vd05vg1"
"967" "m3_m4" -2.39729733175533 0.418 10000 "vd05vg1"
"968" "m4_0" -1.94281260114547 0.408 10000 "vd05vg1"
"969" "m4_1" -2.11447260203013 0.41 10000 "vd05vg1"
"970" "m4_2" -0.506387897360682 0.394 10000 "vd05vg1"
"971" "m4_m2" -1.93580229639708 0.422 10000 "vd05vg1"
"972" "m4_m3" -2.53635453754984 0.414 10000 "vd05vg1"
"973" "m5_0" -2.03669752746807 0.422 10000 "vd05vg1"
"974" "m5_1" -2.11167686066046 0.4 10000 "vd05vg1"
"975" "m5_2" -1.81151695036682 0.496 10000 "vd05vg1"
"976" "m5_m1" -2.0130100856254 0.438 10000 "vd05vg1"
"977" "m5_m2" -1.0997354918376 0.41 10000 "vd05vg1"
"978" "m6_0" -2.19443382623894 0.438 10000 "vd05vg1"
"979" "m6_m1" -2.25810907367832 0.41 10000 "vd05vg1"
"980" "0_0" -3.25176723756021 0.422 10000 "vd1vg1"
"981" "0_1" -2.6945293497832 0.414 10000 "vd1vg1"
"982" "0_2" -3.1783643442729 0.39 10000 "vd1vg1"
"983" "0_6" -2.4946840750559 0.398 10000 "vd1vg1"
"984" "0_m1" -3.02273139502643 0.438 10000 "vd1vg1"
"985" "0_m2" -2.87046933276656 0.394 10000 "vd1vg1"
"986" "0_m3" -2.99770449067532 0.402 10000 "vd1vg1"
"987" "0_m4" -2.18477510825465 0.402 10000 "vd1vg1"
"988" "0_m5" -2.57382386605835 0.434 10000 "vd1vg1"
"989" "0_m6" -2.50337377213258 0.44 10000 "vd1vg1"
"990" "0_m7" -2.31233035853784 0.398 10000 "vd1vg1"
"991" "1_0" -2.79268207470142 0.414 10000 "vd1vg1"
"992" "1_1" -2.49775061623476 0.418 10000 "vd1vg1"
"993" "1_2" -2.55800616580303 0.414 10000 "vd1vg1"
"994" "1_3" -3.04698985481826 0.372 10000 "vd1vg1"
"995" "1_4" -2.74837442510344 0.394 10000 "vd1vg1"
"996" "1_5" -2.12518318307463 0.394 10000 "vd1vg1"
"997" "1_m1" -2.77770245379971 0.434 10000 "vd1vg1"
"998" "1_m2" -3.03970562852532 0.382 10000 "vd1vg1"
"999" "1_m3" -3.16837933659314 0.41 10000 "vd1vg1"
"1000" "1_m5" -2.935308710687 0.446 10000 "vd1vg1"
"1001" "1_m6" -2.90934565949768 0.45 10000 "vd1vg1"
"1002" "2_0" -2.86221465140662 0.392 10000 "vd1vg1"
"1003" "2_1" -2.77471299364291 0.422 10000 "vd1vg1"
"1004" "2_2" -3.03989161675965 0.398 10000 "vd1vg1"
"1005" "2_3" -2.54239012836118 0.398 10000 "vd1vg1"
"1006" "2_m1" -2.626694823451 0.414 10000 "vd1vg1"
"1007" "2_m2" -2.78866094886318 0.418 10000 "vd1vg1"
"1008" "2_m3" -3.04142488981358 0.398 10000 "vd1vg1"
"1009" "2_m4" -0.13261575406214 0.466 10000 "vd1vg1"
"1010" "2_m5" -2.60912779089078 0.446 10000 "vd1vg1"
"1011" "3_0" -2.66471155086654 0.398 10000 "vd1vg1"
"1012" "3_1" -2.81544394053815 0.43 10000 "vd1vg1"
"1013" "3_2" -2.81562385363279 0.418 10000 "vd1vg1"
"1014" "3_3" -3.31417518710193 0.394 10000 "vd1vg1"
"1015" "3_m1" -2.33436391638275 0.498 10000 "vd1vg1"
"1016" "3_m2" -2.67017547398849 0.418 10000 "vd1vg1"
"1017" "3_m3" -2.6754143990575 0.434 10000 "vd1vg1"
"1018" "3_m4" -2.75111735846413 0.442 10000 "vd1vg1"
"1019" "4_0" -2.8756892864542 0.422 10000 "vd1vg1"
"1020" "4_1" -2.82637550367279 0.352 10000 "vd1vg1"
"1021" "4_2" -2.71774817481282 0.426 10000 "vd1vg1"
"1022" "4_m1" -2.62864931965613 0.426 10000 "vd1vg1"
"1023" "4_m2" -2.90847827854715 0.418 10000 "vd1vg1"
"1024" "4_m3" -2.66993199796122 0.402 10000 "vd1vg1"
"1025" "5_0" -2.94551857843098 0.41 10000 "vd1vg1"
"1026" "5_1" -2.60467375164436 0.434 10000 "vd1vg1"
"1027" "5_2" -2.94885131254828 0.402 10000 "vd1vg1"
"1028" "5_m2" -2.62932114784917 0.388 10000 "vd1vg1"
"1029" "6_0" -2.77767985833386 0.414 10000 "vd1vg1"
"1030" "6_m1" -2.74730711892652 0.43 10000 "vd1vg1"
"1031" "m1_0" -2.83410729636167 0.434 10000 "vd1vg1"
"1032" "m1_1" -2.45033348664833 0.41 10000 "vd1vg1"
"1033" "m1_2" -2.77968153649087 0.392 10000 "vd1vg1"
"1034" "m1_3" -2.27241604381506 0.394 10000 "vd1vg1"
"1035" "m1_4" -2.57212070897618 0.43 10000 "vd1vg1"
"1036" "m1_5" -2.92711987939241 0.366 10000 "vd1vg1"
"1037" "m1_m1" -3.14409163117905 0.434 10000 "vd1vg1"
"1038" "m1_m2" -2.53862918422787 0.394 10000 "vd1vg1"
"1039" "m1_m3" -3.32548901213138 0.414 10000 "vd1vg1"
"1040" "m1_m5" -2.58112034468705 0.438 10000 "vd1vg1"
"1041" "m1_m6" -2.63862369222352 0.41 10000 "vd1vg1"
"1042" "m2_0" -2.46502075290103 0.414 10000 "vd1vg1"
"1043" "m2_1" -2.41371409816285 0.422 10000 "vd1vg1"
"1044" "m2_2" -2.58304347877961 0.418 10000 "vd1vg1"
"1045" "m2_3" -2.67133618130419 0.37 10000 "vd1vg1"
"1046" "m2_4" -2.77470172956986 0.394 10000 "vd1vg1"
"1047" "m2_m1" -3.18742838787301 0.438 10000 "vd1vg1"
"1048" "m2_m2" -2.78322349076149 0.414 10000 "vd1vg1"
"1049" "m2_m3" -2.6532770452148 0.422 10000 "vd1vg1"
"1050" "m2_m4" -3.05587316825018 0.422 10000 "vd1vg1"
"1051" "m3_2" -2.21657228582143 0.374 10000 "vd1vg1"
"1052" "m3_3" -2.4287511032083 0.41 10000 "vd1vg1"
"1053" "m3_m1" -2.6860577787823 0.43 10000 "vd1vg1"
"1054" "m3_m2" -2.68644270348615 0.426 10000 "vd1vg1"
"1055" "m3_m3" -2.80080013956263 0.422 10000 "vd1vg1"
"1056" "m3_m4" -3.11238520501103 0.418 10000 "vd1vg1"
"1057" "m4_0" -2.19715709247217 0.408 10000 "vd1vg1"
"1058" "m4_1" -2.82095770161976 0.41 10000 "vd1vg1"
"1059" "m4_2" -1.54407984692324 0.394 10000 "vd1vg1"
"1060" "m4_m2" -2.30705928774692 0.422 10000 "vd1vg1"
"1061" "m4_m3" -3.16057847037944 0.414 10000 "vd1vg1"
"1062" "m5_0" -2.87823872211435 0.422 10000 "vd1vg1"
"1063" "m5_1" -2.68945503911744 0.4 10000 "vd1vg1"
"1064" "m5_2" -2.44176243421398 0.496 10000 "vd1vg1"
"1065" "m5_m1" -2.78989532407944 0.438 10000 "vd1vg1"
"1066" "m5_m2" -2.87893022745733 0.41 10000 "vd1vg1"
"1067" "m6_0" -2.78334846306893 0.438 10000 "vd1vg1"
"1068" "m6_m1" -2.65598088351302 0.41 10000 "vd1vg1"
